"Herb names (Chinese, English)",MOL_ID,MV,ALOGP,HDON,HACC,OB,CACO2,BBB,DL,FASA,HL,OB value,Caco2 value,DL value,HL value,Total
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010099,180.17,1.34,0,4,18.98,0.83,0.58,0.06,0.27,,FALSE,TRUE,FALSE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010100,829.15,0.54,10,15,7.6,-2.33,-3.66,0.21,0.22,,FALSE,FALSE,TRUE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010101,504.83,4.03,4,5,10.05,-0.2,-0.96,0.77,0.25,,FALSE,TRUE,TRUE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010102,"1,301.60",-4.91,19,30,7.47,-5.63,-7.46,0.02,0.23,,FALSE,FALSE,FALSE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010103,490.8,3.83,4,5,18.21,-0.49,-1.35,0.8,0.26,,FALSE,FALSE,TRUE,TRUE,FALSE
Ä¾Í¨£¨Armand Clematis Stem£©,MOL010106,883.2,2,9,16,3.77,-2.36,-3.13,0.06,0.26,,FALSE,FALSE,FALSE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010106,883.2,2,9,16,3.77,-2.36,-3.13,0.06,0.26,,FALSE,FALSE,FALSE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010107,472.78,5.33,3,4,25.44,0.14,-0.46,0.74,0.23,,FALSE,TRUE,TRUE,TRUE,FALSE
Ä¾Í¨£¨Armand Clematis Stem£©,MOL010107,472.78,5.33,3,4,25.44,0.14,-0.46,0.74,0.23,,FALSE,TRUE,TRUE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010108,"1,045.36",0.25,12,21,1.66,-3.4,-4.33,0.02,0.27,,FALSE,FALSE,FALSE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010109,"1,353.68",-2.35,17,30,5.31,-5.21,-6.02,0,0.26,,FALSE,FALSE,FALSE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010110,"1,764.09",-5.84,23,42,7.57,-7.5,-9.19,0,0.27,,FALSE,FALSE,FALSE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010111,472.78,5.33,3,4,17.72,0.13,-0.56,0.74,0.25,,FALSE,TRUE,TRUE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010112,242.45,5.46,0,2,13.02,1.37,1.36,0.08,0.16,,FALSE,TRUE,FALSE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010118,160.24,1.3,1,3,24.77,0.56,0.49,0.02,0.24,,FALSE,TRUE,FALSE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010125,514.62,2.12,0,9,13.38,-0.45,-1.04,0.67,0.34,,FALSE,FALSE,TRUE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010126,740.73,-2.19,11,19,5.63,-3.15,-4.42,0.4,0.28,,FALSE,FALSE,TRUE,TRUE,FALSE
Ã·»¨(plum-blossom),MOL010127,144.24,2.26,0,2,13.28,1.19,1.33,0.02,0.2,,FALSE,TRUE,FALSE,TRUE,FALSE
Ãµ¹å»¨(Rose Flower),MOL010127,144.24,2.26,0,2,13.28,1.19,1.33,0.02,0.2,,FALSE,TRUE,FALSE,TRUE,FALSE
°«µØ²è(Japanese Ardisia Herb),MOL010127,144.24,2.26,0,2,13.28,1.19,1.33,0.02,0.2,,FALSE,TRUE,FALSE,TRUE,FALSE
°«µØ²è(Japanese Ardisia Herb),MOL010127,144.24,2.26,0,2,13.28,1.19,1.33,0.02,0.2,,FALSE,TRUE,FALSE,TRUE,FALSE
±¡ºÉ(Peppermint),MOL010127,144.24,2.26,0,2,13.28,1.19,1.33,0.02,0.2,,FALSE,TRUE,FALSE,TRUE,FALSE
¾Õ»¨(Chrysanthemum Flower),MOL010127,144.24,2.26,0,2,13.28,1.19,1.33,0.02,0.2,,FALSE,TRUE,FALSE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010127,144.24,2.26,0,2,13.28,1.19,1.33,0.02,0.2,,FALSE,TRUE,FALSE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010129,432.41,0.76,6,10,9.44,-0.93,-2.12,0.72,0.33,,FALSE,FALSE,TRUE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010132,801.14,1.26,10,14,27.18,-2.44,-3.25,0.23,0.23,,FALSE,FALSE,TRUE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010133,476.82,4.76,4,4,19.43,0.09,-0.63,0.79,0.22,,FALSE,TRUE,TRUE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010134,815.17,1.47,10,14,8.98,-2.25,-3.31,0.21,0.23,,FALSE,FALSE,TRUE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010135,490.85,4.96,4,4,19.54,0.06,-0.71,0.77,0.24,,FALSE,TRUE,TRUE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010136,815.17,1.47,10,14,26.39,-2.18,-3.34,0.21,0.21,,FALSE,FALSE,TRUE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010137,490.85,4.96,4,4,19.54,0.1,-0.58,0.78,0.23,,FALSE,TRUE,TRUE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010138,"1,449.78",-5.73,22,34,7.57,-6.68,-8.72,0.01,0.24,,FALSE,FALSE,FALSE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010139,963.3,-0.48,13,19,8.21,-3.35,-4.78,0.09,0.23,,FALSE,FALSE,FALSE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010140,977.33,-0.28,13,19,17.73,-3.63,-4.91,0.08,0.24,,FALSE,FALSE,FALSE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010141,490.85,4.96,4,4,19.54,-0.1,-0.89,0.78,0.24,,FALSE,TRUE,TRUE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010142,"1,125.46",-2.23,16,24,6.63,-4.68,-6.37,0.03,0.25,,FALSE,FALSE,FALSE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010143,476.82,4.76,4,4,19.43,-0.01,-0.69,0.8,0.23,,FALSE,TRUE,TRUE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010144,"1,139.49",-2.03,16,24,6.91,-4.49,-5.76,0.03,0.25,,FALSE,FALSE,FALSE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010145,"1,139.49",-2.03,16,24,6.71,-4.67,-6.45,0.03,0.22,,FALSE,FALSE,FALSE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010146,"1,287.62",-3.98,19,29,7.45,-5.31,-6.99,0.02,0.24,,FALSE,FALSE,FALSE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010147,653.01,3.22,7,9,4.35,-1.11,-2.03,0.52,0.22,,FALSE,FALSE,TRUE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010148,653.01,3.22,7,9,5.15,-0.86,-1.78,0.5,0.21,,FALSE,FALSE,TRUE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010149,256.48,5.91,0,2,18.82,1.36,1.36,0.1,0.18,,FALSE,TRUE,FALSE,TRUE,FALSE
°×ÜÆ£¨Dahurian Angelica Root£©,MOL010149,256.48,5.91,0,2,18.82,1.36,1.36,0.1,0.18,,FALSE,TRUE,FALSE,TRUE,FALSE
Ãµ¹å»¨(Rose Flower),MOL010149,256.48,5.91,0,2,18.82,1.36,1.36,0.1,0.18,,FALSE,TRUE,FALSE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010150,537.13,16.02,1,1,9.83,1.56,0.38,0.39,0.15,,FALSE,TRUE,TRUE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010151,"1,449.78",-5.8,22,34,7.57,-5.59,-7.44,0.01,0.21,,FALSE,FALSE,FALSE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010152,"1,125.46",-2.23,16,24,6.54,-4.81,-6.25,0.06,0.23,,FALSE,FALSE,FALSE,TRUE,FALSE
ÂÞºº¹û(Grosvenor Momordica Fruit),MOL010153,476.82,4.76,4,4,19.43,-0.01,-0.79,0.79,0.22,,FALSE,TRUE,TRUE,TRUE,FALSE
Ã¨ÑÛ²Ý£¨Herb of Crescent-shaped Euphorbia£©,MOL010155,334.35,-0.43,5,7,2.35,-1.1,-1.48,0.35,0.32,,FALSE,FALSE,TRUE,TRUE,FALSE
Ã¨ÑÛ²Ý£¨Herb of Crescent-shaped Euphorbia£©,MOL010156,456.78,6.42,2,3,10.12,0.64,0.22,0.75,0.24,,FALSE,TRUE,TRUE,TRUE,FALSE
Ã¨ÑÛ²Ý£¨Herb of Crescent-shaped Euphorbia£©,MOL010157,422.37,-1.09,3,11,5.25,-0.67,-1.01,0.52,0.26,,FALSE,FALSE,TRUE,TRUE,FALSE
Ã¨ÑÛ²Ý£¨Herb of Crescent-shaped Euphorbia£©,MOL010158,388.35,-0.1,1,9,9.97,0.08,-0.62,0.48,0.2,,FALSE,TRUE,TRUE,TRUE,FALSE
Ã¨ÑÛ²Ý£¨Herb of Crescent-shaped Euphorbia£©,MOL010160,404.4,2.04,2,9,3.35,0.65,-0.27,0.52,0.13,,FALSE,TRUE,TRUE,TRUE,FALSE
Ã¨ÑÛ²Ý£¨Herb of Crescent-shaped Euphorbia£©,MOL010163,492.62,0.72,4,9,19.52,-1.08,-1.61,0.7,0.25,,FALSE,FALSE,TRUE,TRUE,FALSE
Ã¨ÑÛ²Ý£¨Herb of Crescent-shaped Euphorbia£©,MOL010164,330.46,2.47,1,4,28.79,0.38,0.11,0.58,0.28,,FALSE,TRUE,TRUE,TRUE,FALSE
Ã¨ÑÛ²Ý£¨Herb of Crescent-shaped Euphorbia£©,MOL010167,462.39,-0.11,7,12,2.65,-1.36,-2.17,0.76,0.37,,FALSE,FALSE,TRUE,TRUE,FALSE
Ã¨ÑÛ²Ý£¨Herb of Crescent-shaped Euphorbia£©,MOL010168,432.41,0.57,6,10,14.54,-0.79,-1.34,0.7,0.35,,FALSE,FALSE,TRUE,TRUE,FALSE
èÁèËÒ¶(Loquat Leaf),MOL010168,432.41,0.57,6,10,14.54,-0.79,-1.34,0.7,0.35,,FALSE,FALSE,TRUE,TRUE,FALSE
Ã¨ÑÛ²Ý£¨Herb of Crescent-shaped Euphorbia£©,MOL010169,342.32,2.25,3,7,7.77,-0.07,-1.07,0.53,0.33,,FALSE,TRUE,TRUE,TRUE,FALSE
Ã¨ÑÛ²Ý£¨Herb of Crescent-shaped Euphorbia£©,MOL010170,616.52,0.65,10,16,3.01,-2.07,-2.94,0.65,0.37,,FALSE,FALSE,TRUE,TRUE,FALSE
Ã¨ÑÛ²Ý£¨Herb of Crescent-shaped Euphorbia£©,MOL010171,478.39,-0.38,8,13,1.81,-1.38,-2.16,0.79,0.37,,FALSE,FALSE,TRUE,TRUE,FALSE
Ã¨ÑÛ²Ý£¨Herb of Crescent-shaped Euphorbia£©,MOL010172,448.41,0.3,7,11,7.01,-1.12,-1.63,0.74,0.37,,FALSE,FALSE,TRUE,TRUE,FALSE
Ã¨ÑÛ²Ý£¨Herb of Crescent-shaped Euphorbia£©,MOL010173,"1,231.49",-1.38,13,27,1.74,-4.04,-5.44,0.02,0.29,,FALSE,FALSE,FALSE,TRUE,FALSE
Ã¨ÑÛ²Ý£¨Herb of Crescent-shaped Euphorbia£©,MOL010174,614.9,4.44,3,8,24.67,-0.3,-0.89,0.46,0.26,,FALSE,TRUE,TRUE,TRUE,FALSE
ÂóÑ¿£¨Germinated Barley£©,MOL010175,"1,701.27",8.18,25,46,7.89,-6.1,-7.29,0.03,0.49,,FALSE,FALSE,FALSE,TRUE,FALSE
µ¤²Î£¨Salvia Root£©,MOL010175,"1,701.27",8.18,25,46,7.89,-6.1,-7.29,0.03,0.49,,FALSE,FALSE,FALSE,TRUE,FALSE
ËÄ¼¾Çà(Ilicis Chinensis Folium),MOL010175,"1,701.27",8.18,25,46,7.89,-6.1,-7.29,0.03,0.49,,FALSE,FALSE,FALSE,TRUE,FALSE
ÖíÑÀÔí£¨Chinese Honeylocust Abnormal Fruit£©£¨Chinese Honeylocust Abnormal Fruit£©,MOL010175,"1,701.27",8.18,25,46,7.89,-6.1,-7.29,0.03,0.49,,FALSE,FALSE,FALSE,TRUE,FALSE
çéçé»¨£¨Daidaihua£©,MOL010175,"1,701.27",8.18,25,46,7.89,-6.1,-7.29,0.03,0.49,,FALSE,FALSE,FALSE,TRUE,FALSE
±±¶¹¸ù£¨Asiatic Moonseed Rhizome£©,MOL010175,"1,701.27",8.18,25,46,7.89,-6.1,-7.29,0.03,0.49,,FALSE,FALSE,FALSE,TRUE,FALSE
²ÝÎÚ£¨Radix Aconiti Kusnezuffii£©Ò¶,MOL010175,"1,701.27",8.18,25,46,7.89,-6.1,-7.29,0.03,0.49,,FALSE,FALSE,FALSE,TRUE,FALSE
èúÊµ×Ó£¨Papermulberry Fruit£©,MOL010175,"1,701.27",8.18,25,46,7.89,-6.1,-7.29,0.03,0.49,,FALSE,FALSE,FALSE,TRUE,FALSE
´¨éÈÆ¤£¨hibiscus peel£©,MOL010175,"1,701.27",8.18,25,46,7.89,-6.1,-7.29,0.03,0.49,,FALSE,FALSE,FALSE,TRUE,FALSE
´ó¸¹Æ¤£¨Areca Peel£©,MOL010175,"1,701.27",8.18,25,46,7.89,-6.1,-7.29,0.03,0.49,,FALSE,FALSE,FALSE,TRUE,FALSE
»ÆÒ©×Ó(Air Potato),MOL010175,"1,701.27",8.18,25,46,7.89,-6.1,-7.29,0.03,0.49,,FALSE,FALSE,FALSE,TRUE,FALSE
½ðÁ«»¨(Flos Camelliae Japonicae)(Flos Camelliae Japonicae),MOL010175,"1,701.27",8.18,25,46,7.89,-6.1,-7.29,0.03,0.49,,FALSE,FALSE,FALSE,TRUE,FALSE
Â¹ÏÎ²Ý£¨Pyrola Herb£©,MOL010175,"1,701.27",8.18,25,46,7.89,-6.1,-7.29,0.03,0.49,,FALSE,FALSE,FALSE,TRUE,FALSE
È„²Ý(Humuli Scandentis Herba),MOL010175,"1,701.27",8.18,25,46,7.89,-6.1,-7.29,0.03,0.49,,FALSE,FALSE,FALSE,TRUE,FALSE
Ã¨ÑÛ²Ý£¨Herb of Crescent-shaped Euphorbia£©,MOL010175,"1,701.27",8.18,25,46,7.89,-6.1,-7.29,0.03,0.49,,FALSE,FALSE,FALSE,TRUE,FALSE
ÅÖ´óº££¨Boat-Fruited Sterculia Seed£©,MOL010175,"1,701.27",8.18,25,46,7.89,-6.1,-7.29,0.03,0.49,,FALSE,FALSE,FALSE,TRUE,FALSE
É£é©£¨Mulberry Fruit£©,MOL010175,"1,701.27",8.18,25,46,7.89,-6.1,-7.29,0.03,0.49,,FALSE,FALSE,FALSE,TRUE,FALSE
ÍÁÜòÜß£¨Poria£©£¨Glabrous Greenbrier Rhizome£©,MOL010175,"1,701.27",8.18,25,46,7.89,-6.1,-7.29,0.03,0.49,,FALSE,FALSE,FALSE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©Æ¤£¨semen sapindi£©,MOL010175,"1,701.27",8.18,25,46,7.89,-6.1,-7.29,0.03,0.49,,FALSE,FALSE,FALSE,TRUE,FALSE
Ôí½Ç´Ì£¨Chinese Honeylocust Spine£©,MOL010175,"1,701.27",8.18,25,46,7.89,-6.1,-7.29,0.03,0.49,,FALSE,FALSE,FALSE,TRUE,FALSE
Æ½±´Ä¸£¨Fritillariae Ussuriensis Bulbus£©,MOL010177,413.71,4.42,2,3,9.62,0.37,-0.21,0.71,0.17,,FALSE,TRUE,TRUE,TRUE,FALSE
Æ½±´Ä¸£¨Fritillariae Ussuriensis Bulbus£©,MOL010178,409.67,4.51,2,3,14.81,0.62,0.03,0.71,0.2,,FALSE,TRUE,TRUE,TRUE,FALSE
Æ½±´Ä¸£¨Fritillariae Ussuriensis Bulbus£©,MOL010179,383.73,6.82,0,1,16.85,1.8,1.83,0.76,0.17,,FALSE,TRUE,TRUE,TRUE,FALSE
Æ½±´Ä¸£¨Fritillariae Ussuriensis Bulbus£©,MOL010180,623.92,0.42,8,10,1.92,-1.07,-1.72,0.53,0.2,,FALSE,FALSE,TRUE,TRUE,FALSE
Æ½±´Ä¸£¨Fritillariae Ussuriensis Bulbus£©,MOL010182,607.92,2.09,6,9,2.99,-1.16,-2.29,0.44,0.24,,FALSE,FALSE,TRUE,TRUE,FALSE
Æ½±´Ä¸£¨Fritillariae Ussuriensis Bulbus£©,MOL010183,445.76,3.83,3,4,25.78,-0.01,-1.03,0.87,0.23,,FALSE,TRUE,TRUE,TRUE,FALSE
Æ½±´Ä¸£¨Fritillariae Ussuriensis Bulbus£©,MOL010184,445.76,3.83,3,4,15.85,0.12,-0.91,0.86,0.22,,FALSE,TRUE,TRUE,TRUE,FALSE
Æ½±´Ä¸£¨Fritillariae Ussuriensis Bulbus£©,MOL010186,430.69,3.73,2,4,15.31,0.31,-0.48,0.78,0.22,,FALSE,TRUE,TRUE,TRUE,FALSE
Æ½±´Ä¸£¨Fritillariae Ussuriensis Bulbus£©,MOL010187,463.73,0.96,5,6,14.05,-0.38,-1.11,0.61,0.19,,FALSE,TRUE,TRUE,TRUE,FALSE
Æ½±´Ä¸£¨Fritillariae Ussuriensis Bulbus£©,MOL010188,479.73,-0.05,6,7,17.59,-1.05,-1.79,0.58,0.22,,FALSE,FALSE,TRUE,TRUE,FALSE
ÒÁ±´Ä¸£¨Fritillariae Pallidiflorae Bulbus£©,MOL010191,591.87,1.47,5,9,4.74,-1.22,-2.11,0.21,0.22,,FALSE,FALSE,TRUE,TRUE,FALSE
Æ½±´Ä¸£¨Fritillariae Ussuriensis Bulbus£©,MOL010191,591.87,1.47,5,9,4.74,-1.22,-2.11,0.21,0.22,,FALSE,FALSE,TRUE,TRUE,FALSE
ÒÁ±´Ä¸£¨Fritillariae Pallidiflorae Bulbus£©,MOL010192,429.71,3.21,2,4,14.29,0.06,-0.78,0.67,0.22,,FALSE,TRUE,TRUE,TRUE,FALSE
Æ½±´Ä¸£¨Fritillariae Ussuriensis Bulbus£©,MOL010192,429.71,3.21,2,4,14.29,0.06,-0.78,0.67,0.22,,FALSE,TRUE,TRUE,TRUE,FALSE
Æ½±´Ä¸£¨Fritillariae Ussuriensis Bulbus£©,MOL010194,421.63,3.29,2,4,12.44,0.02,-0.56,0.43,0.23,,FALSE,TRUE,TRUE,TRUE,FALSE
Æ½±´Ä¸£¨Fritillariae Ussuriensis Bulbus£©,MOL010195,437.68,3.89,2,4,14.24,0.31,-0.28,0.4,0.19,,FALSE,TRUE,TRUE,TRUE,FALSE
ÅÖ´óº££¨Boat-Fruited Sterculia Seed£©,MOL010199,130.21,2.27,1,2,29.51,0.86,0.99,0.01,0.29,,FALSE,TRUE,FALSE,TRUE,FALSE
ÅÖ´óº££¨Boat-Fruited Sterculia Seed£©,MOL010201,202.28,1.71,0,4,15.56,0.66,0.82,0.05,0.17,,FALSE,TRUE,FALSE,TRUE,FALSE
ÅÖ´óº££¨Boat-Fruited Sterculia Seed£©,MOL010202,224.24,-2.37,6,7,5.58,-1.79,-2.91,0.06,0.26,,FALSE,FALSE,FALSE,TRUE,FALSE
ÅÖ´óº££¨Boat-Fruited Sterculia Seed£©,MOL010203,489.54,-1.93,0,13,10.22,-0.91,-1.28,0.55,0.26,,FALSE,FALSE,TRUE,TRUE,FALSE
»ÆÜË£¨Baical Skullcap Root£©,MOL010206,284.54,6.87,0,2,21.72,1.39,1.28,0.14,0.16,,FALSE,TRUE,FALSE,TRUE,FALSE
ÅÖ´óº££¨Boat-Fruited Sterculia Seed£©,MOL010206,284.54,6.87,0,2,21.72,1.39,1.28,0.14,0.16,,FALSE,TRUE,FALSE,TRUE,FALSE
ÅÖ´óº££¨Boat-Fruited Sterculia Seed£©,MOL010208,200.36,4.13,0,2,17.97,1.31,1.33,0.04,0.18,,FALSE,TRUE,FALSE,TRUE,FALSE
É£Ò¶£¨Mulberry Leaf£©,MOL010208,200.36,4.13,0,2,17.97,1.31,1.33,0.04,0.18,,FALSE,TRUE,FALSE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010213,378.81,12.3,0,0,14.73,1.94,1.8,0.35,0.17,,FALSE,TRUE,TRUE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010215,128.29,4.07,0,0,16.95,1.77,2.01,0.01,0.22,,FALSE,TRUE,FALSE,TRUE,FALSE
Ä¾Ôô(Common Scouring Rush Herb),MOL010215,128.29,4.07,0,0,16.95,1.77,2.01,0.01,0.22,,FALSE,TRUE,FALSE,TRUE,FALSE
èÙ×Ó(Cape Jasmine Fruit),MOL010215,128.29,4.07,0,0,16.95,1.77,2.01,0.01,0.22,,FALSE,TRUE,FALSE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010217,294.58,8.22,0,1,24.53,1.52,1.25,0.17,0.21,,FALSE,TRUE,FALSE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010221,350.75,11.32,0,0,16.74,1.97,1.77,0.2,0.16,,FALSE,TRUE,TRUE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010222,322.69,10.42,0,0,16.66,1.92,1.89,0.21,0.17,,FALSE,TRUE,TRUE,TRUE,FALSE
×ÏËÕ£¨Perilla Leaf£©×Ó,MOL010222,322.69,10.42,0,0,16.66,1.92,1.89,0.21,0.17,,FALSE,TRUE,TRUE,TRUE,FALSE
ÎÞ»¼×Ó£¨Soapberry£©Æ¤£¨semen sapindi£©,MOL010224,204.2,-1.35,3,6,17.6,-0.37,-0.75,0.06,0.31,,FALSE,TRUE,FALSE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010224,204.2,-1.35,3,6,17.6,-0.37,-0.75,0.06,0.31,,FALSE,TRUE,FALSE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010225,122.18,1.63,0,1,23.93,1.58,1.91,0.02,0.3,,FALSE,TRUE,FALSE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010226,158.27,2.73,0,2,23.12,1.27,1.5,0.02,0.24,,FALSE,TRUE,FALSE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010229,372.75,8.86,0,0,18.44,1.84,1.87,0.62,0.19,,FALSE,TRUE,TRUE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010235,"1,229.48",-5.21,17,29,7.64,-4.27,-5.49,0.01,0.23,,FALSE,FALSE,FALSE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010236,448.71,3.02,3,5,16.15,0.05,-0.63,0.76,0.18,,FALSE,TRUE,TRUE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010238,324.66,9.15,0,1,13.72,1.52,1.2,0.22,0.17,,FALSE,TRUE,TRUE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010239,296.6,8.24,0,1,14.45,1.46,1.13,0.16,0.17,,FALSE,TRUE,FALSE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010243,242.29,2.16,2,3,26.87,0.48,0.29,0.15,0.4,,FALSE,TRUE,FALSE,TRUE,FALSE
¹¦ÀÍÄ¾£¨Chinese Mahonia Stem£©,MOL010245,222.25,3.14,0,2,25.88,1.34,1.08,0.13,0.46,,FALSE,TRUE,FALSE,TRUE,FALSE
°×¹û£¨Ginkgo Seed£©,MOL010245,222.25,3.14,0,2,25.88,1.34,1.08,0.13,0.46,,FALSE,TRUE,FALSE,TRUE,FALSE
°×¹û£¨Ginkgo Seed£©,MOL010245,222.25,3.14,0,2,25.88,1.34,1.08,0.13,0.46,,FALSE,TRUE,FALSE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010245,222.25,3.14,0,2,25.88,1.34,1.08,0.13,0.46,,FALSE,TRUE,FALSE,TRUE,FALSE
Ê®´ó¹¦ÀÍ¸ù,MOL010245,222.25,3.14,0,2,25.88,1.34,1.08,0.13,0.46,,FALSE,TRUE,FALSE,TRUE,FALSE
Ê®´ó¹¦ÀÍÒ¶(Leaf of Leatherleaf Mahonia),MOL010245,222.25,3.14,0,2,25.88,1.34,1.08,0.13,0.46,,FALSE,TRUE,FALSE,TRUE,FALSE
Ôí½Ç´Ì£¨Chinese Honeylocust Spine£©,MOL010245,222.25,3.14,0,2,25.88,1.34,1.08,0.13,0.46,,FALSE,TRUE,FALSE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010250,560.7,8.14,2,8,8.29,0.34,-0.65,0.56,0.01,,FALSE,TRUE,TRUE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010251,310.63,8.7,0,1,14.07,1.49,1.2,0.19,0.17,,FALSE,TRUE,TRUE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010252,254.51,6.87,0,1,15.91,1.45,1.25,0.1,0.17,,FALSE,TRUE,FALSE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010253,110.17,1.84,0,1,24.04,1.33,1.53,0.01,0.39,,FALSE,TRUE,FALSE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010255,172.3,3.25,0,2,20.3,1.2,1.27,0.03,0.26,,FALSE,TRUE,FALSE,TRUE,FALSE
Ç¼»î£¨Incised Notopterygium Rhizome and Root£©,MOL010259,172.3,2.98,0,2,22.26,1.25,1.44,0.03,0.24,,FALSE,TRUE,FALSE,TRUE,FALSE
¹ðÖ¦(Cassia Twig),MOL010259,172.3,2.98,0,2,22.26,1.25,1.44,0.03,0.24,,FALSE,TRUE,FALSE,TRUE,FALSE
É³¼¬£¨Seabuckthorn Fruit£©,MOL010259,172.3,2.98,0,2,22.26,1.25,1.44,0.03,0.24,,FALSE,TRUE,FALSE,TRUE,FALSE
Þ»±¾£¨Chinese Lovage£©,MOL010259,172.3,2.98,0,2,22.26,1.25,1.44,0.03,0.24,,FALSE,TRUE,FALSE,TRUE,FALSE
¾Õ»¨(Chrysanthemum Flower),MOL010259,172.3,2.98,0,2,22.26,1.25,1.44,0.03,0.24,,FALSE,TRUE,FALSE,TRUE,FALSE
Âé»Æ£¨Ephedra£©,MOL010259,172.3,2.98,0,2,22.26,1.25,1.44,0.03,0.24,,FALSE,TRUE,FALSE,TRUE,FALSE
ÂúÉ½ºì(Dahurian Rhododendron Leaf),MOL010259,172.3,2.98,0,2,22.26,1.25,1.44,0.03,0.24,,FALSE,TRUE,FALSE,TRUE,FALSE
Ýï±¾£¨Chinese Ligusticum£©,MOL010259,172.3,2.98,0,2,22.26,1.25,1.44,0.03,0.24,,FALSE,TRUE,FALSE,TRUE,FALSE
