,name,MOL_ID,MV,ALOGP,HDON,HACC,OB,CACO2,BBB,DL,FASA,HL,OBÖµ,Caco2Öµ,DLÖµ,HLÖµ,»ã×Ü
3418,²ÝÜÊÈØ,MOL008995,198.19,1.12,4,5,35.67,-0.07,-0.33,0.06,0.38,3.11,TRUE,TRUE,FALSE,TRUE,TRUE
12017,»Æ¾«,MOL009755,223.24,2.96,1,3,72.86,0.72,0.13,0.16,0.47,3.11,TRUE,TRUE,FALSE,TRUE,TRUE
13050,½Ê¹ÉÀ¶,MOL009862,142.27,2.99,1,1,36.04,1.15,1.18,0.02,0.26,3.11,TRUE,TRUE,FALSE,TRUE,TRUE
21658,Ç°ºú,MOL013101,262.28,1.76,2,5,70.1,0.2,-0.28,0.2,0.32,3.11,TRUE,TRUE,TRUE,TRUE,TRUE
16101,Á¬ÇÌ,MOL003305,534.61,0.48,4,11,36.4,-0.79,-1.25,0.86,0.2,3.12,TRUE,FALSE,TRUE,TRUE,TRUE
30250,ÒøÐÓÒ¶,MOL011551,142.32,4.53,0,0,30.02,1.81,2.14,0.01,0.22,3.12,TRUE,TRUE,FALSE,TRUE,TRUE
8287,¸Ê²Ý,MOL004811,356.45,4.73,3,5,45.56,0.71,0.07,0.4,0,3.13,TRUE,TRUE,TRUE,TRUE,TRUE
3292,²Ô¶ú×Ó,MOL007326,516.49,1.56,7,12,31.76,-0.95,-2.37,0.68,0.37,3.13,TRUE,FALSE,TRUE,TRUE,TRUE
14528,¾Õ»¨,MOL007326,516.49,1.56,7,12,31.76,-0.95,-2.37,0.68,0.37,3.13,TRUE,FALSE,TRUE,TRUE,TRUE
12732,»ýÑ©²Ý,MOL007326,516.49,1.56,7,12,31.76,-0.95,-2.37,0.68,0.37,3.13,TRUE,FALSE,TRUE,TRUE,TRUE
20466,Å£Ýò×Ó,MOL007326,516.49,1.56,7,12,31.76,-0.95,-2.37,0.68,0.37,3.13,TRUE,FALSE,TRUE,TRUE,TRUE
11298,ºú»ÆÁ¬,MOL002798,298.31,2.65,3,5,44.34,-0.03,-0.87,0.28,0.4,3.14,TRUE,TRUE,TRUE,TRUE,TRUE
11240,ºñÆÓ,MOL005969,268.49,5.72,0,2,39.27,1.39,1.31,0.11,0.18,3.14,TRUE,TRUE,FALSE,TRUE,TRUE
23129,Èý°×²Ý,MOL007980,732.94,7.14,2,11,43.66,-0.01,-1.12,0.39,0.23,3.14,TRUE,TRUE,TRUE,TRUE,TRUE
1771,°Ù²¿,MOL009388,391.56,3.01,0,6,68.01,0.44,-0.08,0.72,0.26,3.14,TRUE,TRUE,TRUE,TRUE,TRUE
3105,éÄÀÆ,MOL002372,410.8,11.33,0,0,33.55,2.07,1.77,0.42,0.27,3.15,TRUE,TRUE,TRUE,TRUE,TRUE
27214,ÍþÁéÏÉ,MOL002372,410.8,11.33,0,0,33.55,2.07,1.77,0.42,0.27,3.15,TRUE,TRUE,TRUE,TRUE,TRUE
14037,¾£½æËë,MOL002372,410.8,11.33,0,0,33.55,2.07,1.77,0.42,0.27,3.15,TRUE,TRUE,TRUE,TRUE,TRUE
20098,ÄÏ¹Ï×Ó,MOL002372,410.8,11.33,0,0,33.55,2.07,1.77,0.42,0.27,3.15,TRUE,TRUE,TRUE,TRUE,TRUE
23638,É£é©,MOL002372,410.8,11.33,0,0,33.55,2.07,1.77,0.42,0.27,3.15,TRUE,TRUE,TRUE,TRUE,TRUE
30104,Þ²ÜÓÈÊ,MOL002372,410.8,11.33,0,0,33.55,2.07,1.77,0.42,0.27,3.15,TRUE,TRUE,TRUE,TRUE,TRUE
28507,ÏàË¼×Ó,MOL002372,410.8,11.33,0,0,33.55,2.07,1.77,0.42,0.27,3.15,TRUE,TRUE,TRUE,TRUE,TRUE
32578,×Ï²Ý,MOL002372,410.8,11.33,0,0,33.55,2.07,1.77,0.42,0.27,3.15,TRUE,TRUE,TRUE,TRUE,TRUE
10868,ºì²Î,MOL002372,410.8,11.33,0,0,33.55,2.07,1.77,0.42,0.27,3.15,TRUE,TRUE,TRUE,TRUE,TRUE
11539,»¢¶ú²Ý,MOL002372,410.8,11.33,0,0,33.55,2.07,1.77,0.42,0.27,3.15,TRUE,TRUE,TRUE,TRUE,TRUE
15164,¿àÐÓÈÊ,MOL002372,410.8,11.33,0,0,33.55,2.07,1.77,0.42,0.27,3.15,TRUE,TRUE,TRUE,TRUE,TRUE
17031,ÁúÃšÒ¶,MOL002372,410.8,11.33,0,0,33.55,2.07,1.77,0.42,0.27,3.15,TRUE,TRUE,TRUE,TRUE,TRUE
26006,ÊóÇú²Ý,MOL002372,410.8,11.33,0,0,33.55,2.07,1.77,0.42,0.27,3.15,TRUE,TRUE,TRUE,TRUE,TRUE
29561,Ñ»µ¨×Ó,MOL008059,217.24,1.42,1,4,66.97,0.45,0.14,0.1,0.4,3.15,TRUE,TRUE,FALSE,TRUE,TRUE
1807,°Ù²¿,MOL009424,391.56,2.86,1,6,40.64,0.29,-0.29,0.73,0.28,3.15,TRUE,TRUE,TRUE,TRUE,TRUE
11748,»ªÉ½²Î,MOL011091,305.41,0.63,2,5,60.94,-0.11,-0.45,0.23,0.31,3.15,TRUE,TRUE,TRUE,TRUE,TRUE
21472,Ç§½ð×Ó,MOL005231,354.28,2.42,4,8,39.71,-0.32,-1.11,0.54,0.37,3.16,TRUE,TRUE,TRUE,TRUE,TRUE
29784,Ñó½ð»¨,MOL011491,275.38,2.3,0,4,84.74,0.99,0.85,0.18,0.29,3.16,TRUE,TRUE,FALSE,TRUE,TRUE
20921,ÅåÀ¼,MOL000589,290.39,4.05,0,4,67.79,0.95,0.95,0.15,0.3,3.17,TRUE,TRUE,FALSE,TRUE,TRUE
11900,»Æ°Ø,MOL000622,266.37,1.18,2,4,63.71,0.02,-0.24,0.19,0.3,3.17,TRUE,TRUE,TRUE,TRUE,TRUE
12056,»ÆÁ¬,MOL000622,266.37,1.18,2,4,63.71,0.02,-0.24,0.19,0.3,3.17,TRUE,TRUE,TRUE,TRUE,TRUE
18194,Âí¶µÁå,MOL000622,266.37,1.18,2,4,63.71,0.02,-0.24,0.19,0.3,3.17,TRUE,TRUE,TRUE,TRUE,TRUE
22084,Çà·çÌÙ,MOL000622,266.37,1.18,2,4,63.71,0.02,-0.24,0.19,0.3,3.17,TRUE,TRUE,TRUE,TRUE,TRUE
30663,ÒùÑòÞ½,MOL000622,266.37,1.18,2,4,63.71,0.02,-0.24,0.19,0.3,3.17,TRUE,TRUE,TRUE,TRUE,TRUE
8515,¸ÊËÉ,MOL010536,230.33,3.28,0,2,61.2,1.29,1.4,0.14,0.37,3.17,TRUE,TRUE,FALSE,TRUE,TRUE
19855,Ä¾Ïã,MOL010536,230.33,3.28,0,2,61.2,1.29,1.4,0.14,0.37,3.17,TRUE,TRUE,FALSE,TRUE,TRUE
21644,Ç°ºú,MOL013087,386.43,3.5,0,7,63.48,0.25,-0.26,0.53,0.38,3.17,TRUE,TRUE,TRUE,TRUE,TRUE
13658,½ðÒø»¨,MOL003128,434.44,-0.79,4,12,48.46,-1.37,-1.69,0.48,0.24,3.18,TRUE,FALSE,TRUE,TRUE,TRUE
27631,ÎâÜïÝÇ,MOL003954,138.28,3.91,0,0,37.16,1.81,2.09,0.02,0.21,3.18,TRUE,TRUE,FALSE,TRUE,TRUE
20761,Å®Õê×Ó,MOL005146,568.63,0.43,4,13,48.87,-1.08,-1.8,0.71,0.23,3.2,TRUE,FALSE,TRUE,TRUE,TRUE
12025,»Æ¾«,MOL009763,580.64,0.2,5,13,43.35,-0.97,-1.83,0.77,0.19,3.2,TRUE,FALSE,TRUE,TRUE,TRUE
8687,¸É½ª,MOL002501,360.49,3.68,0,5,62.52,0.37,-0.36,0.31,0.29,3.21,TRUE,TRUE,TRUE,TRUE,TRUE
28148,Ï¸ÐÁ,MOL002501,360.49,3.68,0,5,62.52,0.37,-0.36,0.31,0.29,3.21,TRUE,TRUE,TRUE,TRUE,TRUE
54,°«µØ²è,MOL010982,460.77,9.32,2,4,34.74,0.74,-0.04,0.6,0.2,3.21,TRUE,TRUE,TRUE,TRUE,TRUE
6504,°«µØ²è,MOL010982,460.77,9.32,2,4,34.74,0.74,-0.04,0.6,0.2,3.21,TRUE,TRUE,TRUE,TRUE,TRUE
28098,ØgÝ²²Ý,MOL004179,296.5,5.4,1,3,37.63,0.72,0.18,0.19,0.22,3.22,TRUE,TRUE,TRUE,TRUE,TRUE
31221,Óô½ð,MOL004339,252.39,2.07,2,3,41.04,0.5,0.21,0.1,0.29,3.22,TRUE,TRUE,FALSE,TRUE,TRUE
17957,Âé»Æ¸ù,MOL009175,472.78,10.39,1,4,37.85,0.88,0.35,0.59,0.25,3.22,TRUE,TRUE,TRUE,TRUE,TRUE
1070,°×Ç°,MOL012933,365.46,3.15,2,5,30.48,0.59,-0.2,0.82,0.26,3.22,TRUE,TRUE,TRUE,TRUE,TRUE
7520,°×Ç°,MOL012933,365.46,3.15,2,5,30.48,0.59,-0.2,0.82,0.26,3.22,TRUE,TRUE,TRUE,TRUE,TRUE
9747,¹Ø»Æ°Ø,MOL006416,244.31,2.26,2,3,66.42,0.34,-0.48,0.13,0.37,3.23,TRUE,TRUE,FALSE,TRUE,TRUE
25795,Ê¯ÁñÆ¤,MOL009273,156.3,2.89,0,1,39.68,1.55,1.86,0.03,0.21,3.23,TRUE,TRUE,FALSE,TRUE,TRUE
10966,ºì»¨,MOL002694,356.4,0.36,0,6,48.47,0.81,-0.34,0.36,0.27,3.24,TRUE,TRUE,TRUE,TRUE,TRUE
14985,¿à¶¡²è,MOL006533,783.07,1.27,9,14,45.42,-2.51,-3.59,0.16,0.25,3.24,TRUE,FALSE,FALSE,TRUE,TRUE
26298,æ¶ÂÞ×Ó,MOL002587,354.28,2.42,4,8,35.89,-0.33,-1.27,0.54,0.36,3.25,TRUE,TRUE,TRUE,TRUE,TRUE
8575,¸ÊËì,MOL002587,354.28,2.42,4,8,35.89,-0.33,-1.27,0.54,0.36,3.25,TRUE,TRUE,TRUE,TRUE,TRUE
21443,Ç§½ð×Ó,MOL002587,354.28,2.42,4,8,35.89,-0.33,-1.27,0.54,0.36,3.25,TRUE,TRUE,TRUE,TRUE,TRUE
25719,Ê¯ÝÅÆÑ,MOL003555,178.25,2.75,0,2,74.21,1.48,1.48,0.04,0,3.25,TRUE,TRUE,FALSE,TRUE,TRUE
21826,Ç¼»î,MOL011976,272.32,3.31,1,4,36.63,0.85,0.17,0.17,0.35,3.26,TRUE,TRUE,FALSE,TRUE,TRUE
28453,ÏÉÃ©,MOL004130,172.26,-0.79,0,4,68.79,0.88,0.56,0.03,0.1,3.27,TRUE,TRUE,FALSE,TRUE,TRUE
4026,³£É½,MOL008191,313.39,0.72,1,6,52.21,-0.31,-0.69,0.39,0.34,3.27,TRUE,TRUE,TRUE,TRUE,TRUE
17041,ÁúÃšÒ¶,MOL008751,456.88,10.15,1,1,43.06,1.36,0.7,0.51,0.21,3.27,TRUE,TRUE,TRUE,TRUE,TRUE
17379,ÂÞºº¹û,MOL000210,266.36,4.83,2,2,69.19,1.38,0.88,0.15,0.39,3.28,TRUE,TRUE,FALSE,TRUE,TRUE
11188,ºñÆÓ,MOL000210,266.36,4.83,2,2,69.19,1.38,0.88,0.15,0.39,3.28,TRUE,TRUE,FALSE,TRUE,TRUE
17635,Âé»Æ,MOL010795,178.35,4.48,0,0,35.45,1.87,2.15,0.04,0.26,3.28,TRUE,TRUE,FALSE,TRUE,TRUE
12927,½µÏã,MOL002961,272.32,3.15,2,4,70.29,0.92,0.65,0.21,0.29,3.29,TRUE,TRUE,TRUE,TRUE,TRUE
20810,Å®Õê×Ó,MOL005195,450.48,1.57,4,10,83.12,0.33,-0.49,0.8,0.12,3.29,TRUE,TRUE,TRUE,TRUE,TRUE
10803,ºÚÖ¥Âé,MOL009825,128.29,4.27,0,0,39.48,1.8,2.13,0.01,0.21,3.29,TRUE,TRUE,FALSE,TRUE,TRUE
3072,±â¶¹»¨,MOL000004,578.56,3.36,10,12,67.87,-0.98,-1.97,0.66,0.32,3.3,TRUE,FALSE,TRUE,TRUE,TRUE
3112,éÄÀÆ,MOL000004,578.56,3.36,10,12,67.87,-0.98,-1.97,0.66,0.32,3.3,TRUE,FALSE,TRUE,TRUE,TRUE
4473,³àÐ¡¶¹,MOL000004,578.56,3.36,10,12,67.87,-0.98,-1.97,0.66,0.32,3.3,TRUE,FALSE,TRUE,TRUE,TRUE
5344,´ó¸¹Æ¤,MOL000004,578.56,3.36,10,12,67.87,-0.98,-1.97,0.66,0.32,3.3,TRUE,FALSE,TRUE,TRUE,TRUE
13426,½ðÜñÂó,MOL000004,578.56,3.36,10,12,67.87,-0.98,-1.97,0.66,0.32,3.3,TRUE,FALSE,TRUE,TRUE,TRUE
17220,ÂÞ²¼ÂéÒ¶,MOL000004,578.56,3.36,10,12,67.87,-0.98,-1.97,0.66,0.32,3.3,TRUE,FALSE,TRUE,TRUE,TRUE
12726,»ýÑ©²Ý,MOL007320,274.39,4.18,1,3,65.94,0.66,-0.16,0.12,0.35,3.3,TRUE,TRUE,FALSE,TRUE,TRUE
9644,¹ÏÝä,MOL007175,544.89,8.01,1,3,43.99,0.84,-0.05,0.5,0.3,3.31,TRUE,TRUE,TRUE,TRUE,TRUE
19123,Ãµ¹å»¨,MOL010736,552.96,11.14,1,1,47.26,1.86,0.23,0.53,0.34,3.31,TRUE,TRUE,TRUE,TRUE,TRUE
21004,èÁèËÒ¶,MOL012581,452.44,3.03,6,9,31.32,-0.52,-1.67,0.93,0.35,3.31,TRUE,FALSE,TRUE,TRUE,TRUE
3053,ÈqÐî,MOL004095,208.23,1.87,1,4,63.86,0.57,0.52,0.07,0,3.32,TRUE,TRUE,FALSE,TRUE,TRUE
29944,Ò»Ö¦»Æ»¨,MOL004095,208.23,1.87,1,4,63.86,0.57,0.52,0.07,0,3.32,TRUE,TRUE,FALSE,TRUE,TRUE
12072,»ÆÁ¬,MOL004095,208.23,1.87,1,4,63.86,0.57,0.52,0.07,0,3.32,TRUE,TRUE,FALSE,TRUE,TRUE
29501,Ðý¸²»¨,MOL004095,208.23,1.87,1,4,63.86,0.57,0.52,0.07,0,3.32,TRUE,TRUE,FALSE,TRUE,TRUE
15901,À×¹«ÌÙ,MOL004443,280.3,0.83,1,6,58.72,0.53,0.06,0.19,0.23,3.32,TRUE,TRUE,TRUE,TRUE,TRUE
32053,Õã±´Ä¸,MOL004443,280.3,0.83,1,6,58.72,0.53,0.06,0.19,0.23,3.32,TRUE,TRUE,TRUE,TRUE,TRUE
20768,Å®Õê×Ó,MOL005153,242.25,-0.35,1,6,65.31,-0.37,-0.82,0.12,0.31,3.32,TRUE,TRUE,FALSE,TRUE,TRUE
929,°×¼°,MOL005761,348.42,5.11,3,4,37.98,0.8,-0.08,0.55,0,3.32,TRUE,TRUE,TRUE,TRUE,TRUE
7379,°×¼°,MOL005761,348.42,5.11,3,4,37.98,0.8,-0.08,0.55,0,3.32,TRUE,TRUE,TRUE,TRUE,TRUE
22228,ÇàÝï,MOL007410,266.37,2,3,4,40.16,0.29,0.24,0.15,0.3,3.32,TRUE,TRUE,FALSE,TRUE,TRUE
19813,Ä¾Í¨,MOL010799,341.34,3.36,0,6,109.51,0.69,0.17,0.4,0.08,3.32,TRUE,TRUE,TRUE,TRUE,TRUE
18125,Âí¶µÁå,MOL010799,341.34,3.36,0,6,109.51,0.69,0.17,0.4,0.08,3.32,TRUE,TRUE,TRUE,TRUE,TRUE
13555,½ðÒø»¨,MOL003026,226.25,-0.04,1,5,60.89,0.09,-0.19,0.1,0,3.33,TRUE,TRUE,FALSE,TRUE,TRUE
31220,Óô½ð,MOL004338,252.39,2.07,2,3,39.42,0.31,0.15,0.1,0.29,3.33,TRUE,TRUE,FALSE,TRUE,TRUE
1814,°Ù²¿,MOL009431,389.54,3.36,0,6,81.75,0.51,-0.07,0.72,0.3,3.33,TRUE,TRUE,TRUE,TRUE,TRUE
3253,²Ô¶ú×Ó,MOL011676,770.91,0.51,6,18,39.97,-2.61,-3.35,0.47,0.26,3.33,TRUE,FALSE,TRUE,TRUE,TRUE
33065,×ÏËÕ×Ó,MOL012892,142.22,2.49,0,2,48.67,1.21,1.27,0.02,0.22,3.33,TRUE,TRUE,FALSE,TRUE,TRUE
20786,Å®Õê×Ó,MOL005171,242.25,-0.35,1,6,68.88,-0.4,-0.9,0.12,0.32,3.34,TRUE,FALSE,FALSE,TRUE,TRUE
30123,Þ²ÜÓÈÊ,MOL008120,156.25,2.55,0,2,61.84,1.19,1.39,0.03,0.24,3.34,TRUE,TRUE,FALSE,TRUE,TRUE
7060,°ÍêªÌì,MOL008120,156.25,2.55,0,2,61.84,1.19,1.39,0.03,0.24,3.34,TRUE,TRUE,FALSE,TRUE,TRUE
610,°ÍêªÌì,MOL008120,156.25,2.55,0,2,61.84,1.19,1.39,0.03,0.24,3.34,TRUE,TRUE,FALSE,TRUE,TRUE
2695,±±Áõ¼ÄÅ«,MOL008120,156.25,2.55,0,2,61.84,1.19,1.39,0.03,0.24,3.34,TRUE,TRUE,FALSE,TRUE,TRUE
30531,ÒøÐÓÒ¶,MOL008120,156.25,2.55,0,2,61.84,1.19,1.39,0.03,0.24,3.34,TRUE,TRUE,FALSE,TRUE,TRUE
11983,»Æ°Ø,MOL008120,156.25,2.55,0,2,61.84,1.19,1.39,0.03,0.24,3.34,TRUE,TRUE,FALSE,TRUE,TRUE
26544,Ìì¿û×Ó,MOL011356,290.34,2.9,2,5,69.09,0.14,-0.59,0.2,0.42,3.34,TRUE,TRUE,TRUE,TRUE,TRUE
708,ÝÃÝÖ,MOL003891,414.69,4.52,2,3,37.93,0.5,-0.5,0.87,0.21,3.35,TRUE,TRUE,TRUE,TRUE,TRUE
7158,ÝÃÝÖ,MOL003891,414.69,4.52,2,3,37.93,0.5,-0.5,0.87,0.21,3.35,TRUE,TRUE,TRUE,TRUE,TRUE
26492,Ìì¶¬,MOL003891,414.69,4.52,2,3,37.93,0.5,-0.5,0.87,0.21,3.35,TRUE,TRUE,TRUE,TRUE,TRUE
14082,¾°ÌìÈýÆß,MOL006087,275.43,1.63,3,3,50.73,0.64,0.3,0.14,0,3.35,TRUE,TRUE,FALSE,TRUE,TRUE
30227,Òø²ñºú,MOL007709,414.5,1.32,4,9,32.98,-0.93,-1.5,0.46,0.23,3.35,TRUE,FALSE,TRUE,TRUE,TRUE
14635,¾ÕÜÄ,MOL008558,426.8,7.35,1,1,39.75,1.43,1.25,0.76,0.24,3.35,TRUE,TRUE,TRUE,TRUE,TRUE
7927,·ðÊÖ,MOL013254,170.28,3,0,2,47.74,1.19,1.44,0.03,0.24,3.35,TRUE,TRUE,FALSE,TRUE,TRUE
26202,ËÉ½Ú,MOL005410,164.27,3.67,0,1,31.53,1.79,1.97,0.03,0.27,3.36,TRUE,TRUE,FALSE,TRUE,TRUE
24756,É½ÜïÝÇ,MOL005493,198.33,4.91,0,0,33.79,1.91,1.91,0.08,0.37,3.36,TRUE,TRUE,FALSE,TRUE,TRUE
30761,Óà¸Ê×Ó,MOL006812,418.58,4.11,0,6,33.31,1.06,0.57,0.42,0.15,3.36,TRUE,TRUE,TRUE,TRUE,TRUE
12958,½µÏã,MOL002992,212.22,1.39,1,5,79.3,0.67,0.49,0.07,0.23,3.37,TRUE,TRUE,FALSE,TRUE,TRUE
32742,×ÏËÕ,MOL006195,212.32,2.15,2,3,46.63,0.03,-0.21,0.06,0.27,3.38,TRUE,TRUE,FALSE,TRUE,TRUE
29985,ÒÁ±´Ä¸,MOL010370,471.74,6.76,2,3,30.64,1.12,0.46,0.66,0.34,3.38,TRUE,TRUE,TRUE,TRUE,TRUE
31709,ÔÂ¼¾»¨,MOL012743,552.58,-0.79,9,13,35.08,-2.28,-3.86,0.76,0.34,3.38,TRUE,FALSE,TRUE,TRUE,TRUE
23412,ÔÂ¼¾»¨,MOL012743,552.58,-0.79,9,13,35.08,-2.28,-3.86,0.76,0.34,3.38,TRUE,FALSE,TRUE,TRUE,TRUE
871,°×»¨²Ë×Ó,MOL000011,386.38,2.49,2,8,68.83,0.21,-0.53,0.66,0.26,3.39,TRUE,TRUE,TRUE,TRUE,TRUE
3300,²Ô¶ú×Ó,MOL000011,386.38,2.49,2,8,68.83,0.21,-0.53,0.66,0.26,3.39,TRUE,TRUE,TRUE,TRUE,TRUE
7321,°×»¨²Ë×Ó,MOL000011,386.38,2.49,2,8,68.83,0.21,-0.53,0.66,0.26,3.39,TRUE,TRUE,TRUE,TRUE,TRUE
7600,·À·ç,MOL000011,386.38,2.49,2,8,68.83,0.21,-0.53,0.66,0.26,3.39,TRUE,TRUE,TRUE,TRUE,TRUE
27670,ÎâÜïÝÇ,MOL003994,428.82,8.15,1,1,38,1.36,1,0.75,0.23,3.39,TRUE,TRUE,TRUE,TRUE,TRUE
21471,Ç§½ð×Ó,MOL005230,334.5,2.28,3,4,50.76,0.23,-0.05,0.34,0.28,3.39,TRUE,TRUE,TRUE,TRUE,TRUE
24752,É½ÜïÝÇ,MOL005489,484.4,-0.03,9,14,31.42,-1.95,-3.05,0.66,0.38,3.39,TRUE,FALSE,TRUE,TRUE,TRUE
22241,ÇàÝï,MOL007423,270.25,1.17,3,5,59.85,0.38,-0.49,0.21,0.04,3.39,TRUE,TRUE,TRUE,TRUE,TRUE
5050,´©ÐÄÁ«,MOL008203,348.48,1.67,2,5,57.06,-0.09,-0.42,0.34,0.29,3.39,TRUE,TRUE,TRUE,TRUE,TRUE
33195,×ÏÝÒ,MOL010468,260.36,3.04,1,3,35.68,0.58,0.26,0.15,0.33,3.39,TRUE,TRUE,FALSE,TRUE,TRUE
19212,Ã·»¨,MOL010696,142.22,1.95,0,2,32.25,1.18,1.29,0.02,0.24,3.39,TRUE,TRUE,FALSE,TRUE,TRUE
22222,ÇàÝï,MOL007404,270.25,1.17,3,5,52.18,0.29,-0.4,0.21,0.03,3.4,TRUE,TRUE,TRUE,TRUE,TRUE
12779,¼±ÐÔ×Ó,MOL008614,290.54,6.59,1,1,40.45,1.39,0.98,0.13,0.28,3.4,TRUE,TRUE,FALSE,TRUE,TRUE
29785,Ñó½ð»¨,MOL011492,277.35,1.72,1,5,86.5,0.53,-0.46,0.15,0.3,3.4,TRUE,TRUE,FALSE,TRUE,TRUE
7925,·ðÊÖ,MOL013252,170.28,1.65,2,2,44.12,0.54,0.12,0.03,0.3,3.4,TRUE,TRUE,FALSE,TRUE,TRUE
18990,Ã»Ò©,MOL001175,312.49,3.75,0,2,42.45,0.81,0.33,0.44,0.31,3.41,TRUE,TRUE,TRUE,TRUE,TRUE
12963,½µÏã,MOL002997,300.33,2.95,2,5,86.18,0.96,0.13,0.27,0.28,3.41,TRUE,TRUE,TRUE,TRUE,TRUE
9716,¹Ø»Æ°Ø,MOL006385,325.39,2.92,1,5,49.51,1.08,0.59,0.69,0.26,3.41,TRUE,TRUE,TRUE,TRUE,TRUE
5322,´Ð°×,MOL007629,150.34,3.13,0,0,55.59,1.79,1.87,0.01,0.31,3.41,TRUE,TRUE,FALSE,TRUE,TRUE
29089,Þ¯°×,MOL007629,150.34,3.13,0,0,55.59,1.79,1.87,0.01,0.31,3.41,TRUE,TRUE,FALSE,TRUE,TRUE
27114,ÍÁ¾£Æ¤,MOL008895,314.32,-0.49,4,8,38.31,-1.06,-1.68,0.22,0.3,3.41,TRUE,FALSE,TRUE,TRUE,TRUE
5073,´©ÐÄÁ«,MOL008226,334.5,3.02,2,4,56.3,0.17,-0.55,0.31,0.27,3.42,TRUE,TRUE,TRUE,TRUE,TRUE
24028,É³¼¬,MOL010267,536.96,12.76,0,0,32.57,2.41,1.45,0.51,0.37,3.42,TRUE,TRUE,TRUE,TRUE,TRUE
11760,»¯éÙºì,MOL010267,536.96,12.76,0,0,32.57,2.41,1.45,0.51,0.37,3.42,TRUE,TRUE,TRUE,TRUE,TRUE
19093,Ãµ¹å»¨,MOL010267,536.96,12.76,0,0,32.57,2.41,1.45,0.51,0.37,3.42,TRUE,TRUE,TRUE,TRUE,TRUE
7986,ÜòÜß,MOL000283,430.74,7.17,1,3,40.36,0.84,0.34,0.81,0,3.43,TRUE,TRUE,TRUE,TRUE,TRUE
4982,´¨Üº,MOL002199,214.35,0.47,4,4,40.18,-0.15,-0.52,0.05,0.29,3.43,TRUE,TRUE,FALSE,TRUE,TRUE
25134,Éì½î²Ý,MOL005419,536.96,12.76,0,0,45.51,2.24,1.4,0.51,0.35,3.43,TRUE,TRUE,TRUE,TRUE,TRUE
18022,Âí±Þ²Ý,MOL008752,423.55,3.98,2,6,42.69,0.56,0.11,0.84,0.24,3.43,TRUE,TRUE,TRUE,TRUE,TRUE
30775,Óà¸Ê×Ó,MOL006826,356.26,-0.26,6,11,72,-1.4,-1.75,0.32,0.4,3.44,TRUE,FALSE,TRUE,TRUE,TRUE
10395,Ú­×Ó,MOL006826,356.26,-0.26,6,11,72,-1.4,-1.75,0.32,0.4,3.44,TRUE,FALSE,TRUE,TRUE,TRUE
29812,Ñó½ð»¨,MOL011519,303.39,0.82,1,5,49.84,0.21,-0.19,0.27,0.3,3.44,TRUE,TRUE,TRUE,TRUE,TRUE
22044,ÇØÆ¤,MOL006710,370.34,-0.56,5,10,36.76,-1.18,-1.45,0.42,0.26,3.45,TRUE,FALSE,TRUE,TRUE,TRUE
26309,æ¶ÂÞ×Ó,MOL006710,370.34,-0.56,5,10,36.76,-1.18,-1.45,0.42,0.26,3.45,TRUE,FALSE,TRUE,TRUE,TRUE
2332,°ëÏÄ,MOL006935,112.24,3.63,0,0,39.25,1.79,2.09,0.01,0.26,3.45,TRUE,TRUE,FALSE,TRUE,TRUE
15363,¿î¶¬»¨,MOL006935,112.24,3.63,0,0,39.25,1.79,2.09,0.01,0.26,3.45,TRUE,TRUE,FALSE,TRUE,TRUE
14106,¾Â²Ë×Ó,MOL006935,112.24,3.63,0,0,39.25,1.79,2.09,0.01,0.26,3.45,TRUE,TRUE,FALSE,TRUE,TRUE
14524,¾Õ»¨,MOL006935,112.24,3.63,0,0,39.25,1.79,2.09,0.01,0.26,3.45,TRUE,TRUE,FALSE,TRUE,TRUE
30528,ÒøÐÓÒ¶,MOL006935,112.24,3.63,0,0,39.25,1.79,2.09,0.01,0.26,3.45,TRUE,TRUE,FALSE,TRUE,TRUE
25686,Ê¯ÝÅÆÑ,MOL000265,208.28,2.74,0,3,46.72,1.43,1.26,0.06,0.21,3.46,TRUE,TRUE,FALSE,TRUE,TRUE
28823,ÏãÞ¸,MOL000265,208.28,2.74,0,3,46.72,1.43,1.26,0.06,0.21,3.46,TRUE,TRUE,FALSE,TRUE,TRUE
2227,°ë±ßÁ«,MOL001504,296.6,7.34,1,1,33.82,1.32,0.9,0.13,0.21,3.46,TRUE,TRUE,FALSE,TRUE,TRUE
20506,Å£´óÁ¦,MOL001504,296.6,7.34,1,1,33.82,1.32,0.9,0.13,0.21,3.46,TRUE,TRUE,FALSE,TRUE,TRUE
21371,Üù²Ë,MOL003955,240.34,-0.88,6,6,39.58,-1.33,-2.06,0.05,0.37,3.46,TRUE,FALSE,FALSE,TRUE,TRUE
20448,Å£Ýò×Ó,MOL003955,240.34,-0.88,6,6,39.58,-1.33,-2.06,0.05,0.37,3.46,TRUE,FALSE,FALSE,TRUE,TRUE
27632,ÎâÜïÝÇ,MOL003955,240.34,-0.88,6,6,39.58,-1.33,-2.06,0.05,0.37,3.46,TRUE,FALSE,FALSE,TRUE,TRUE
24540,É½Ò©,MOL003955,240.34,-0.88,6,6,39.58,-1.33,-2.06,0.05,0.37,3.46,TRUE,FALSE,FALSE,TRUE,TRUE
24704,É½ÜïÝÇ,MOL003955,240.34,-0.88,6,6,39.58,-1.33,-2.06,0.05,0.37,3.46,TRUE,FALSE,FALSE,TRUE,TRUE
